Epoch,Loss,Categorical Accuracy,Diversity,Seed,Generated,Seed text,Generated text,Full text
28,0.9816,0.8005,0.6,10,20,know how to dig it if not it is a, travesty that is all profanethe first thing is my teacher is book the first thing he cries wrote she on,know how to dig it if not it is a travesty that is all profanethe first thing is my teacher is book the first thing he cries wrote she on
28,0.9816,0.8005,0.7,10,20,know how to dig it if not it is a, travesty to ever that is the guru is is my edge i not out of skulls me that i mean,know how to dig it if not it is a travesty to ever that is the guru is is my edge i not out of skulls me that i mean
29,0.8766,0.8299,0.3,10,20,being is mind when there is a task to do, you are the task the mindless quality of total involvement that comes only when the guru is your world and,being is mind when there is a task to do you are the task the mindless quality of total involvement that comes only when the guru is your world and
29,0.8766,0.8299,0.4,10,20,being is mind when there is a task to do, you are the task the mindless quality of total involvement out of that when the place i get and them,being is mind when there is a task to do you are the task the mindless quality of total involvement out of that when the place i get and them
29,0.8766,0.8299,0.5,10,20,being is mind when there is a task to do, you are the task the mindless quality of total involvement out of that when the place if and then there,being is mind when there is a task to do you are the task the mindless quality of total involvement out of that when the place if and then there
29,0.8766,0.8299,0.6,10,20,being is mind when there is a task to do, you are the task it is either the rate you are because you are the task the universe from there,being is mind when there is a task to do you are the task it is either the rate you are because you are the task the universe from there
29,0.8766,0.8299,0.7,10,20,being is mind when there is a task to do, you are the task the mindless quality of total involvement that comes only when the guru is order and and,being is mind when there is a task to do you are the task the mindless quality of total involvement that comes only when the guru is order and and
30,0.7749,0.8512,0.3,10,20,dark night of the protestant ethic suffer baby that is, the only way you will be good it feels great born something it is all what happens when the world,dark night of the protestant ethic suffer baby that is the only way you will be good it feels great born something it is all what happens when the world
30,0.7749,0.8512,0.4,10,20,dark night of the protestant ethic suffer baby that is, the only way you will be ready and that place through yourself what said about going to experience and the,dark night of the protestant ethic suffer baby that is the only way you will be ready and that place through yourself what said about going to experience and the
30,0.7749,0.8512,0.5,10,20,dark night of the protestant ethic suffer baby that is, the only way you will be more it is good will be a cream on you go on something through,dark night of the protestant ethic suffer baby that is the only way you will be more it is good will be a cream on you go on something through
30,0.7749,0.8512,0.6,10,20,dark night of the protestant ethic suffer baby that is, the only way you will be good it that is great something any long as if you cannot work in,dark night of the protestant ethic suffer baby that is the only way you will be good it that is great something any long as if you cannot work in
30,0.7749,0.8512,0.7,10,20,dark night of the protestant ethic suffer baby that is, the only way you will be to the mind is matter always such a ego if is god crazy if,dark night of the protestant ethic suffer baby that is the only way you will be to the mind is matter always such a ego if is god crazy if
31,0.682,0.8797,0.3,10,20,you are full of self pity you sit down in, front of your puja table and you take a picture of meher baba and he is smiling does not like,you are full of self pity you sit down in front of your puja table and you take a picture of meher baba and he is smiling does not like
31,0.682,0.8797,0.4,10,20,you are full of self pity you sit down in, front of your puja table and you take a picture of meher baba and he is smiling at you like,you are full of self pity you sit down in front of your puja table and you take a picture of meher baba and he is smiling at you like
31,0.682,0.8797,0.5,10,20,you are full of self pity you sit down in, front of your puja table and you take a picture of meher baba and he is smiling at he is,you are full of self pity you sit down in front of your puja table and you take a picture of meher baba and he is smiling at he is
31,0.682,0.8797,0.6,10,20,you are full of self pity you sit down in, front of your puja table and you take a picture of meher baba and he is smiling at he is,you are full of self pity you sit down in front of your puja table and you take a picture of meher baba and he is smiling at he is
31,0.682,0.8797,0.7,10,20,you are full of self pity you sit down in, front of your puja table and you take in take your ego there is just some simple of moral of,you are full of self pity you sit down in front of your puja table and you take in take your ego there is just some simple of moral of
32,0.6036,0.898,0.3,10,20,is part of this paradox you cannot rip away caterpillarness, the whole trip occurs in an unfolding process under which you have no control well what i have got to,is part of this paradox you cannot rip away caterpillarness the whole trip occurs in an unfolding process under which you have no control well what i have got to
32,0.6036,0.898,0.4,10,20,is part of this paradox you cannot rip away caterpillarness, the whole trip occurs in an unfolding process under which you have no control well what i have doing here,is part of this paradox you cannot rip away caterpillarness the whole trip occurs in an unfolding process under which you have no control well what i have doing here
32,0.6036,0.898,0.5,10,20,is part of this paradox you cannot rip away caterpillarness, the whole trip occurs in an unfolding process under which you have no control well what am i doing here,is part of this paradox you cannot rip away caterpillarness the whole trip occurs in an unfolding process under which you have no control well what am i doing here
32,0.6036,0.898,0.6,10,20,is part of this paradox you cannot rip away caterpillarness, the trip because is the same way as a guru it is all what is as behind another way to,is part of this paradox you cannot rip away caterpillarness the trip because is the same way as a guru it is all what is as behind another way to
32,0.6036,0.898,0.7,10,20,is part of this paradox you cannot rip away caterpillarness, the whole trip occurs in an unfolding process under which you have christ and they were who are an own,is part of this paradox you cannot rip away caterpillarness the whole trip occurs in an unfolding process under which you have christ and they were who are an own
33,0.5313,0.9164,0.3,10,20,back to here the final place that the game leads, to is where you live consciously in all of it which is in yourself you are eternal so one of,back to here the final place that the game leads to is where you live consciously in all of it which is in yourself you are eternal so one of
33,0.5313,0.9164,0.4,10,20,back to here the final place that the game leads, to is where you live consciously in all of it which is in yourself you are eternal form he is,back to here the final place that the game leads to is where you live consciously in all of it which is in yourself you are eternal form he is
33,0.5313,0.9164,0.5,10,20,back to here the final place that the game leads, to is where you live consciously in it all where is in which you see in our own head outer,back to here the final place that the game leads to is where you live consciously in it all where is in which you see in our own head outer
33,0.5313,0.9164,0.6,10,20,back to here the final place that the game leads, to is where you know it is all it is really what goes to say to happen the place for,back to here the final place that the game leads to is where you know it is all it is really what goes to say to happen the place for
33,0.5313,0.9164,0.7,10,20,back to here the final place that the game leads, to is where you know it is all here it is all see that veil away so says away as,back to here the final place that the game leads to is where you know it is all here it is all see that veil away so says away as
34,0.4663,0.9326,0.3,10,20,unbearable compassion and infinite power seeif you get far enough, in you can see karma you can see patterns unfolding of your desires see this only being is part of,unbearable compassion and infinite power seeif you get far enough in you can see karma you can see patterns unfolding of your desires see this only being is part of
34,0.4663,0.9326,0.4,10,20,unbearable compassion and infinite power seeif you get far enough, in you can see karma you can see patterns unfolding of self which is all total pure part of it,unbearable compassion and infinite power seeif you get far enough in you can see karma you can see patterns unfolding of self which is all total pure part of it
34,0.4663,0.9326,0.5,10,20,unbearable compassion and infinite power seeif you get far enough, in you can see karma you can see patterns unfolding of which this life is only illusion it is only,unbearable compassion and infinite power seeif you get far enough in you can see karma you can see patterns unfolding of which this life is only illusion it is only
34,0.4663,0.9326,0.6,10,20,unbearable compassion and infinite power seeif you get far enough, in you can see karma you can see patterns unfolding of self which is this only being is part of,unbearable compassion and infinite power seeif you get far enough in you can see karma you can see patterns unfolding of self which is this only being is part of
34,0.4663,0.9326,0.7,10,20,unbearable compassion and infinite power seeif you get far enough, in you can see karma you can see the desires in this oral streets thing with their minds and the,unbearable compassion and infinite power seeif you get far enough in you can see karma you can see the desires in this oral streets thing with their minds and the
35,0.4098,0.944,0.3,10,20,total surrender total surrender there are no more you no, more life and death yeah i am going to die wow dig that i am going to live wow dig,total surrender total surrender there are no more you no more life and death yeah i am going to die wow dig that i am going to live wow dig
35,0.4098,0.944,0.4,10,20,total surrender total surrender there are no more you no, more very being or death did i have not valid but it does not help what am you later it,total surrender total surrender there are no more you no more very being or death did i have not valid but it does not help what am you later it
35,0.4098,0.944,0.5,10,20,total surrender total surrender there are no more you no, more life and death yeah i am going to die wow wow dig that look wow but that is dig,total surrender total surrender there are no more you no more life and death yeah i am going to die wow wow dig that look wow but that is dig
35,0.4098,0.944,0.6,10,20,total surrender total surrender there are no more you no, more life and death yeah i am going to die wow dig that i am going to live wow live,total surrender total surrender there are no more you no more life and death yeah i am going to die wow dig that i am going to live wow live
35,0.4098,0.944,0.7,10,20,total surrender total surrender there are no more you no, more far and death for i am just enough and child i've the great time is i have going to,total surrender total surrender there are no more you no more far and death for i am just enough and child i've the great time is i have going to
36,0.3565,0.9554,0.3,10,20,this is all there is right now if it is, not good enough for it is going enough now to give up for the whole thing as i mean not,this is all there is right now if it is not good enough for it is going enough now to give up for the whole thing as i mean not
36,0.3565,0.9554,0.4,10,20,this is all there is right now if it is, not good enough man it is not good enough now about five years ago i am living in this community,this is all there is right now if it is not good enough man it is not good enough now about five years ago i am living in this community
36,0.3565,0.9554,0.5,10,20,this is all there is right now if it is, not good enough when it is going enough to give up there what you are been born you really the,this is all there is right now if it is not good enough when it is going enough to give up there what you are been born you really the
36,0.3565,0.9554,0.6,10,20,this is all there is right now if it is, not good enough and enough it is all the next message you enough to can see that is the oral,this is all there is right now if it is not good enough and enough it is all the next message you enough to can see that is the oral
36,0.3565,0.9554,0.7,10,20,this is all there is right now if it is, not a painloss painloss bodhisattva universe lay in on through on ness through the plane they propel a ego the,this is all there is right now if it is not a painloss painloss bodhisattva universe lay in on through on ness through the plane they propel a ego the
37,0.3116,0.965,0.3,10,20,to take the poles of every set of opposites and, see the way in which they are one and as you get into that place where it is going back,to take the poles of every set of opposites and see the way in which they are one and as you get into that place where it is going back
37,0.3116,0.965,0.4,10,20,to take the poles of every set of opposites and, see the way in which they are one and as you get free of the way it is beyond always,to take the poles of every set of opposites and see the way in which they are one and as you get free of the way it is beyond always
37,0.3116,0.965,0.5,10,20,to take the poles of every set of opposites and, see the way in which they are one and form you get into that place where you see such quiet,to take the poles of every set of opposites and see the way in which they are one and form you get into that place where you see such quiet
37,0.3116,0.965,0.6,10,20,to take the poles of every set of opposites and, see the way in which they are one and form you can get into the place where already never see,to take the poles of every set of opposites and see the way in which they are one and form you can get into the place where already never see
37,0.3116,0.965,0.7,10,20,to take the poles of every set of opposites and, see the way in which they are one and form you get into that place where you see see from,to take the poles of every set of opposites and see the way in which they are one and form you get into that place where you see see from
38,0.2687,0.9744,0.3,10,20,the ecstasy of bliss keep going in behind the senses, behind your thoughts and if you can go back in far enough you will see everything you have identified with,the ecstasy of bliss keep going in behind the senses behind your thoughts and if you can go back in far enough you will see everything you have identified with
38,0.2687,0.9744,0.4,10,20,the ecstasy of bliss keep going in behind the senses, behind your thoughts and know you can go back in your mind you see that everything you are your own,the ecstasy of bliss keep going in behind the senses behind your thoughts and know you can go back in your mind you see that everything you are your own
38,0.2687,0.9744,0.5,10,20,the ecstasy of bliss keep going in behind the senses, and your thoughts and you have going back back through karma you would really know that is nothing and then,the ecstasy of bliss keep going in behind the senses and your thoughts and you have going back back through karma you would really know that is nothing and then
38,0.2687,0.9744,0.6,10,20,the ecstasy of bliss keep going in behind the senses, and your thoughts and you forgot of you see the godhead and are on a tables and that you are,the ecstasy of bliss keep going in behind the senses and your thoughts and you forgot of you see the godhead and are on a tables and that you are
38,0.2687,0.9744,0.7,10,20,the ecstasy of bliss keep going in behind the senses, and your thoughts you can be going back in your karma will that as can talk you can go a,the ecstasy of bliss keep going in behind the senses and your thoughts you can be going back in your karma will that as can talk you can go a
39,0.2267,0.9817,0.3,10,20,you are eternal you have finished perishing there is no, fear of death because there is no death it is just a transformation an illusion and yet seeing all that,you are eternal you have finished perishing there is no fear of death because there is no death it is just a transformation an illusion and yet seeing all that
39,0.2267,0.9817,0.4,10,20,you are eternal you have finished perishing there is no, fear of death because there is no death it is just a transformation an illusion and yet seeing all that,you are eternal you have finished perishing there is no fear of death because there is no death it is just a transformation an illusion and yet seeing all that
39,0.2267,0.9817,0.5,10,20,you are eternal you have finished perishing there is no, fear of death because there is no death it is just a transformation an illusion and yet seeing all that,you are eternal you have finished perishing there is no fear of death because there is no death it is just a transformation an illusion and yet seeing all that
39,0.2267,0.9817,0.6,10,20,you are eternal you have finished perishing there is no, fear of death because there is no death it is just a transformation an illusion and yet true all that,you are eternal you have finished perishing there is no fear of death because there is no death it is just a transformation an illusion and yet true all that
39,0.2267,0.9817,0.7,10,20,you are eternal you have finished perishing there is no, fear of death because there is no death it is just a transformation an illusion and yet seeing all that,you are eternal you have finished perishing there is no fear of death because there is no death it is just a transformation an illusion and yet seeing all that
40,0.1936,0.9863,0.3,10,20,student a drop out all the same game do not, let that offend you but the external world is all the same it is all the external world people often,student a drop out all the same game do not let that offend you but the external world is all the same it is all the external world people often
40,0.1936,0.9863,0.4,10,20,student a drop out all the same game do not, let that offend you but the external world is all the same it is all the external world people often,student a drop out all the same game do not let that offend you but the external world is all the same it is all the external world people often
40,0.1936,0.9863,0.5,10,20,student a drop out all the same game do not, let that offend you but the external world is all the same it is all the external world people often,student a drop out all the same game do not let that offend you but the external world is all the same it is all the external world people often
40,0.1936,0.9863,0.6,10,20,student a drop out all the same game do not, let that whatever you but you are not doing it is it it is in time in this telephone says,student a drop out all the same game do not let that whatever you but you are not doing it is it it is in time in this telephone says
40,0.1936,0.9863,0.7,10,20,student a drop out all the same game do not, let that jesus you but the external world you are being is a place that the first thing as only,student a drop out all the same game do not let that jesus you but the external world you are being is a place that the first thing as only
41,0.1656,0.9912,0.3,10,20,thought at all i mean if i am going to, spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff,thought at all i mean if i am going to spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff
41,0.1656,0.9912,0.4,10,20,thought at all i mean if i am going to, spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff,thought at all i mean if i am going to spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff
41,0.1656,0.9912,0.5,10,20,thought at all i mean if i am going to, spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff,thought at all i mean if i am going to spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff
41,0.1656,0.9912,0.6,10,20,thought at all i mean if i am going to, spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff,thought at all i mean if i am going to spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff
41,0.1656,0.9912,0.7,10,20,thought at all i mean if i am going to, spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff,thought at all i mean if i am going to spend my life manipulating this puny ego through a set of power games and sensual gratifications what is the payoff
42,0.1429,0.9931,0.3,10,20,when you go back and back not for the fun, of it or for the powers involved but to go back to be who you really are who you are,when you go back and back not for the fun of it or for the powers involved but to go back to be who you really are who you are
42,0.1429,0.9931,0.4,10,20,when you go back and back not for the fun, of it or for the powers involved but to go back to be who you really are who you are,when you go back and back not for the fun of it or for the powers involved but to go back to be who you really are who you are
42,0.1429,0.9931,0.5,10,20,when you go back and back not for the fun, of it or for the powers involved but to go back to be who you really are who you are,when you go back and back not for the fun of it or for the powers involved but to go back to be who you really are who you are
42,0.1429,0.9931,0.6,10,20,when you go back and back not for the fun, of it or for the powers involved but to go back to be who you really are hard you am,when you go back and back not for the fun of it or for the powers involved but to go back to be who you really are hard you am
42,0.1429,0.9931,0.7,10,20,when you go back and back not for the fun, of it or for the powers involved but to have be be be be and you are more more that,when you go back and back not for the fun of it or for the powers involved but to have be be be be and you are more more that
43,0.1262,0.9948,0.3,10,20,are you are right here again and what blows your, mind is you were here all the time and it is such a cosmic joke it is so funny you,are you are right here again and what blows your mind is you were here all the time and it is such a cosmic joke it is so funny you
43,0.1262,0.9948,0.4,10,20,are you are right here again and what blows your, mind is you were here all the time and it is such a cosmic joke it is so funny you,are you are right here again and what blows your mind is you were here all the time and it is such a cosmic joke it is so funny you
43,0.1262,0.9948,0.5,10,20,are you are right here again and what blows your, mind is you were here all the time and it is such a cosmic joke it is so funny you,are you are right here again and what blows your mind is you were here all the time and it is such a cosmic joke it is so funny you
43,0.1262,0.9948,0.6,10,20,are you are right here again and what blows your, mind is you were here all the time and it is such a cosmic joke it is so funny you,are you are right here again and what blows your mind is you were here all the time and it is such a cosmic joke it is so funny you
43,0.1262,0.9948,0.7,10,20,are you are right here again and what blows your, mind is you were here all the very very atman it are you do do but he matter how has,are you are right here again and what blows your mind is you were here all the very very atman it are you do do but he matter how has
44,0.1089,0.9964,0.3,10,20,only a transparent layer remains the other thing that is, required is pure seeking the purity of the faith there is as much faith in you here in us at,only a transparent layer remains the other thing that is required is pure seeking the purity of the faith there is as much faith in you here in us at
44,0.1089,0.9964,0.4,10,20,only a transparent layer remains the other thing that is, required is pure seeking the purity of the faith there is as much faith in you here in us at,only a transparent layer remains the other thing that is required is pure seeking the purity of the faith there is as much faith in you here in us at
44,0.1089,0.9964,0.5,10,20,only a transparent layer remains the other thing that is, required is pure seeking the purity of the faith there is as much faith in you here in us at,only a transparent layer remains the other thing that is required is pure seeking the purity of the faith there is as much faith in you here in us at
44,0.1089,0.9964,0.6,10,20,only a transparent layer remains the other thing that is, required is pure seeking the purity of the faith there is as much faith in you here in us at,only a transparent layer remains the other thing that is required is pure seeking the purity of the faith there is as much faith in you here in us at
44,0.1089,0.9964,0.7,10,20,only a transparent layer remains the other thing that is, required is pure seeking the purity of the faith there is as much faith in you here in us at,only a transparent layer remains the other thing that is required is pure seeking the purity of the faith there is as much faith in you here in us at
45,0.0911,0.9981,0.3,10,20,faith shraddha and they were always asking maharaj ji for, miracles or to get them a job or they wanted to use his divinatory powers and tell them about the,faith shraddha and they were always asking maharaj ji for miracles or to get them a job or they wanted to use his divinatory powers and tell them about the
45,0.0911,0.9981,0.4,10,20,faith shraddha and they were always asking maharaj ji for, miracles or to get them a job or they wanted to use his divinatory powers and tell them about the,faith shraddha and they were always asking maharaj ji for miracles or to get them a job or they wanted to use his divinatory powers and tell them about the
45,0.0911,0.9981,0.5,10,20,faith shraddha and they were always asking maharaj ji for, miracles or to get them a job or they wanted to use his divinatory powers and tell them about the,faith shraddha and they were always asking maharaj ji for miracles or to get them a job or they wanted to use his divinatory powers and tell them about the
45,0.0911,0.9981,0.6,10,20,faith shraddha and they were always asking maharaj ji for, miracles or to get them a job or they wanted to use his divinatory powers and tell them about the,faith shraddha and they were always asking maharaj ji for miracles or to get them a job or they wanted to use his divinatory powers and tell them about the
45,0.0911,0.9981,0.7,10,20,faith shraddha and they were always asking maharaj ji for, miracles or to get them a job or they wanted to use his divinatory powers and tell them about the,faith shraddha and they were always asking maharaj ji for miracles or to get them a job or they wanted to use his divinatory powers and tell them about the
46,0.0774,0.9986,0.3,10,20,to stop it slowly slowly it dawned on me now, why did i keep trying the answer is very simple and almost all of you know the answer already the,to stop it slowly slowly it dawned on me now why did i keep trying the answer is very simple and almost all of you know the answer already the
46,0.0774,0.9986,0.4,10,20,to stop it slowly slowly it dawned on me now, why did i keep trying the answer is very simple and almost all of you know the answer already the,to stop it slowly slowly it dawned on me now why did i keep trying the answer is very simple and almost all of you know the answer already the
46,0.0774,0.9986,0.5,10,20,to stop it slowly slowly it dawned on me now, why did i keep trying the answer is very simple and almost all of you know the answer already the,to stop it slowly slowly it dawned on me now why did i keep trying the answer is very simple and almost all of you know the answer already the
46,0.0774,0.9986,0.6,10,20,to stop it slowly slowly it dawned on me now, why did i keep trying the answer is very simple and almost all of you know the answer already the,to stop it slowly slowly it dawned on me now why did i keep trying the answer is very simple and almost all of you know the answer already the
46,0.0774,0.9986,0.7,10,20,to stop it slowly slowly it dawned on me now, why did i keep trying the answer is very simple and almost all of you know the answer already the,to stop it slowly slowly it dawned on me now why did i keep trying the answer is very simple and almost all of you know the answer already the
47,0.0682,0.999,0.3,10,20,you get up and turn it off and say what, time is it you'd say now here now where am i here then go back to sleep get up at,you get up and turn it off and say what time is it you'd say now here now where am i here then go back to sleep get up at
47,0.0682,0.999,0.4,10,20,you get up and turn it off and say what, time is it you'd say now here now where am i here then go back to sleep get up at,you get up and turn it off and say what time is it you'd say now here now where am i here then go back to sleep get up at
47,0.0682,0.999,0.5,10,20,you get up and turn it off and say what, time is it you'd say now here now where am i here then go back to sleep get up at,you get up and turn it off and say what time is it you'd say now here now where am i here then go back to sleep get up at
47,0.0682,0.999,0.6,10,20,you get up and turn it off and say what, time is it you'd say now here now where am i here then go back to sleep get up at,you get up and turn it off and say what time is it you'd say now here now where am i here then go back to sleep get up at
47,0.0682,0.999,0.7,10,20,you get up and turn it off and say what, time is it you'd say now here now where am i here then go back to sleep get up at,you get up and turn it off and say what time is it you'd say now here now where am i here then go back to sleep get up at
48,0.0608,0.9993,0.3,10,20,in the process there are going to be no adventurer, left to have had the adventure but you see there are something that pulls a person toward this journey way,in the process there are going to be no adventurer left to have had the adventure but you see there are something that pulls a person toward this journey way
48,0.0608,0.9993,0.4,10,20,in the process there are going to be no adventurer, left to have had the adventure but you see there are something that pulls a person toward this journey way,in the process there are going to be no adventurer left to have had the adventure but you see there are something that pulls a person toward this journey way
48,0.0608,0.9993,0.5,10,20,in the process there are going to be no adventurer, left to have had the adventure but you see there are something that pulls a person toward this journey way,in the process there are going to be no adventurer left to have had the adventure but you see there are something that pulls a person toward this journey way
48,0.0608,0.9993,0.6,10,20,in the process there are going to be no adventurer, left to have had the adventure but you see there are something that pulls a person toward this journey way,in the process there are going to be no adventurer left to have had the adventure but you see there are something that pulls a person toward this journey way
48,0.0608,0.9993,0.7,10,20,in the process there are going to be no adventurer, left to have had the adventure but you see there are something that pulls a person toward this journey way,in the process there are going to be no adventurer left to have had the adventure but you see there are something that pulls a person toward this journey way
49,0.056,0.9992,0.3,10,20,all your own desires beyond sita walking in the path, that you can see beyond all that to where the other being is you will do that when you have,all your own desires beyond sita walking in the path that you can see beyond all that to where the other being is you will do that when you have
49,0.056,0.9992,0.4,10,20,all your own desires beyond sita walking in the path, that you can see beyond all that to where the other being is you will do that when you have,all your own desires beyond sita walking in the path that you can see beyond all that to where the other being is you will do that when you have
49,0.056,0.9992,0.5,10,20,all your own desires beyond sita walking in the path, that you can see beyond all that to where the other being is you will do that when you have,all your own desires beyond sita walking in the path that you can see beyond all that to where the other being is you will do that when you have
49,0.056,0.9992,0.6,10,20,all your own desires beyond sita walking in the path, that you can see beyond all that to where the other being is you will do that when you have,all your own desires beyond sita walking in the path that you can see beyond all that to where the other being is you will do that when you have
49,0.056,0.9992,0.7,10,20,all your own desires beyond sita walking in the path, that you can see beyond all that to where the other being is you will do that when you have,all your own desires beyond sita walking in the path that you can see beyond all that to where the other being is you will do that when you have
50,0.0509,0.9992,0.3,10,20,to play good child i've been in that role for, years i know how to do it do not talk back go to bed early do not get your knees,to play good child i've been in that role for years i know how to do it do not talk back go to bed early do not get your knees
50,0.0509,0.9992,0.4,10,20,to play good child i've been in that role for, years i know how to do it do not talk back go to bed early do not get your knees,to play good child i've been in that role for years i know how to do it do not talk back go to bed early do not get your knees
50,0.0509,0.9992,0.5,10,20,to play good child i've been in that role for, years i know how to do it do not talk back go to bed early do not get your knees,to play good child i've been in that role for years i know how to do it do not talk back go to bed early do not get your knees
50,0.0509,0.9992,0.6,10,20,to play good child i've been in that role for, years i know how to do it do not talk back go to bed early do not get your knees,to play good child i've been in that role for years i know how to do it do not talk back go to bed early do not get your knees
50,0.0509,0.9992,0.7,10,20,to play good child i've been in that role for, years i know how to do it do not talk back go to bed early do not get your knees,to play good child i've been in that role for years i know how to do it do not talk back go to bed early do not get your knees
51,0.0466,0.9994,0.3,10,20,way it is yeah ok here and now this is, it i accept the here and now fully as it is right at this moment lame halt blind dying we,way it is yeah ok here and now this is it i accept the here and now fully as it is right at this moment lame halt blind dying we
51,0.0466,0.9994,0.4,10,20,way it is yeah ok here and now this is, it i accept the here and now fully as it is right at this moment lame halt blind dying we,way it is yeah ok here and now this is it i accept the here and now fully as it is right at this moment lame halt blind dying we
51,0.0466,0.9994,0.5,10,20,way it is yeah ok here and now this is, it i accept the here and now fully as it is right at this moment lame halt blind dying we,way it is yeah ok here and now this is it i accept the here and now fully as it is right at this moment lame halt blind dying we
51,0.0466,0.9994,0.6,10,20,way it is yeah ok here and now this is, it i accept the here and now fully as it is right at this moment lame halt blind dying we,way it is yeah ok here and now this is it i accept the here and now fully as it is right at this moment lame halt blind dying we
51,0.0466,0.9994,0.7,10,20,way it is yeah ok here and now this is, it i accept the here and now fully as it is right at this moment lame halt blind dying we,way it is yeah ok here and now this is it i accept the here and now fully as it is right at this moment lame halt blind dying we
52,0.0429,0.9994,0.3,10,20,is so any concept you can have of any relation, to a guru obviously is a hype how can you relate to something which is already you and everything you,is so any concept you can have of any relation to a guru obviously is a hype how can you relate to something which is already you and everything you
52,0.0429,0.9994,0.4,10,20,is so any concept you can have of any relation, to a guru obviously is a hype how can you relate to something which is already you and everything you,is so any concept you can have of any relation to a guru obviously is a hype how can you relate to something which is already you and everything you
52,0.0429,0.9994,0.5,10,20,is so any concept you can have of any relation, to a guru obviously is a hype how can you relate to something which is already you and everything you,is so any concept you can have of any relation to a guru obviously is a hype how can you relate to something which is already you and everything you
52,0.0429,0.9994,0.6,10,20,is so any concept you can have of any relation, to a guru obviously is a hype how can you relate to something which is already you and everything you,is so any concept you can have of any relation to a guru obviously is a hype how can you relate to something which is already you and everything you
52,0.0429,0.9994,0.7,10,20,is so any concept you can have of any relation, to a guru obviously is a hype how can you relate to something which is already you and everything you,is so any concept you can have of any relation to a guru obviously is a hype how can you relate to something which is already you and everything you
53,0.0377,0.9997,0.3,10,20,is the sea of love boy i am going to, live in it i am going to be it i am going to submerge myself in it you gotta protect,is the sea of love boy i am going to live in it i am going to be it i am going to submerge myself in it you gotta protect
53,0.0377,0.9997,0.4,10,20,is the sea of love boy i am going to, live in it i am going to be it i am going to submerge myself in it you gotta protect,is the sea of love boy i am going to live in it i am going to be it i am going to submerge myself in it you gotta protect
53,0.0377,0.9997,0.5,10,20,is the sea of love boy i am going to, live in it i am going to be it i am going to submerge myself in it you gotta protect,is the sea of love boy i am going to live in it i am going to be it i am going to submerge myself in it you gotta protect
53,0.0377,0.9997,0.6,10,20,is the sea of love boy i am going to, live in it i am going to be it i am going to submerge myself in it you gotta protect,is the sea of love boy i am going to live in it i am going to be it i am going to submerge myself in it you gotta protect
53,0.0377,0.9997,0.7,10,20,is the sea of love boy i am going to, live in it i am going to be it i am going to submerge myself in it you gotta protect,is the sea of love boy i am going to live in it i am going to be it i am going to submerge myself in it you gotta protect
54,0.0328,0.9995,0.3,10,20,there are nobody there when i met my guru who, knew everything in my head i realized that he knew everything in my head whether i liked it or not,there are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not
54,0.0328,0.9995,0.4,10,20,there are nobody there when i met my guru who, knew everything in my head i realized that he knew everything in my head whether i liked it or not,there are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not
54,0.0328,0.9995,0.5,10,20,there are nobody there when i met my guru who, knew everything in my head i realized that he knew everything in my head whether i liked it or not,there are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not
54,0.0328,0.9995,0.6,10,20,there are nobody there when i met my guru who, knew everything in my head i realized that he knew everything in my head whether i liked it or not,there are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not
54,0.0328,0.9995,0.7,10,20,there are nobody there when i met my guru who, knew everything in my head i realized that he knew everything in my head whether i liked it or not,there are nobody there when i met my guru who knew everything in my head i realized that he knew everything in my head whether i liked it or not
55,0.0317,0.9993,0.3,10,20,the turkey okay let is say grace and eat quick, so in india i was taught this thing to say to consecrate the food and it was very funny i,the turkey okay let is say grace and eat quick so in india i was taught this thing to say to consecrate the food and it was very funny i
55,0.0317,0.9993,0.4,10,20,the turkey okay let is say grace and eat quick, so in india i was taught this thing to say to consecrate the food and it was very funny i,the turkey okay let is say grace and eat quick so in india i was taught this thing to say to consecrate the food and it was very funny i
55,0.0317,0.9993,0.5,10,20,the turkey okay let is say grace and eat quick, so in india i was taught this thing to say to consecrate the food and it was very funny i,the turkey okay let is say grace and eat quick so in india i was taught this thing to say to consecrate the food and it was very funny i
55,0.0317,0.9993,0.6,10,20,the turkey okay let is say grace and eat quick, so in india i was taught this thing to say to consecrate the food and it was very funny i,the turkey okay let is say grace and eat quick so in india i was taught this thing to say to consecrate the food and it was very funny i
55,0.0317,0.9993,0.7,10,20,the turkey okay let is say grace and eat quick, so in india i was taught this thing to say to consecrate the food and it was very funny i,the turkey okay let is say grace and eat quick so in india i was taught this thing to say to consecrate the food and it was very funny i
